service_name,device_name,dutch_phrase
light.turn_off,pool_table_light,Doe nu het pooltafellicht uit
light.turn_off,pool_table_light,Doe de verlichting van de pooltafel uit
light.turn_off,pool_table_light,Doe het licht in de pooltafel uit
light.turn_off,pool_table_light,Doe het pooltafellicht uit
light.turn_off,pool_table_light,Doe het licht van de pooltafel uit
light.turn_off,pool_table_light,"Doe het licht van de pooltafel uit, alstublieft"
light.turn_off,pool_table_light,Doe nu het licht van de pooltafel uit
light.turn_off,pool_table_light,U kunt het licht van de pooltafel nu uitschakelen
light.turn_off,pool_table_light,Doe de verlichting van de pooltafel uit.
light.turn_off,pool_table_light,"Doe het licht van de pooltafel uit, alstublieft."
light.turn_off,pool_table_light,Doe het licht van de pooltafel uit
light.turn_off,pool_table_light,Doe het licht in de pooltafel uit.
light.turn_off,pool_table_light,Doe het licht van de pooltafel uit
light.turn_off,pool_table_light,Doe het licht in de pooltafel uit
light.turn_off,pool_table_light,Schakel het licht van de pooltafel uit
light.turn_off,veranda_licht,Schakel de verandaverlichting uit
light.turn_off,veranda_licht,Schakel de verandaverlichting uit
light.turn_off,veranda_licht,Doe het verandalicht uit
light.turn_off,veranda_licht,Verandaverlichting uitschakelen
light.turn_off,veranda_licht,Doe de verandaverlichting uit
light.turn_off,veranda_licht,Schakel het portieklicht in
light.turn_off,veranda_licht,Kunnen we de verandaverlichting uitschakelen?
light.turn_off,veranda_licht,Kunnen we het licht in de veranda uitdoen?
light.turn_off,veranda_licht,Kun je de lichten op de veranda uitdoen?
light.turn_off,veranda_licht,Kun je het licht in de veranda uitdoen?
light.turn_off,veranda_licht,Kunt u het licht in de veranda uitdoen?
light.turn_off,veranda_licht,Kunnen we de verandaverlichting uitdoen?
light.turn_off,veranda_licht,Kunt u het portieklicht uitschakelen?
light.turn_off,veranda_licht,Schakel de portiekverlichting uit
light.turn_off,veranda_licht,Schakel de verandaverlichting uit.
light.turn_off,veranda_licht,Schakel de portiekverlichting uit
light.turn_off,veranda_licht,Schakel het licht op de veranda uit
light.turn_off,veranda_licht,Schakel de portiekverlichting uit
light.turn_off,veranda_licht,Schakel de portiekverlichting uit
light.turn_off,veranda_licht,Schakel de portiekverlichting uit
light.turn_off,veranda_licht,Schakel de lichten op de veranda uit.
light.turn_off,veranda_licht,Schakel de lichten in de veranda uit.
light.turn_off,veranda_licht,veranda licht uit
light.turn_off,veranda_licht,Schakel de verandaverlichting uit.
light.turn_off,veranda_licht,Schakel het portieklicht uit.
light.turn_off,veranda_licht,Doof alstublieft het portieklicht
light.turn_off,veranda_licht,Doe alstublieft de lichten in de veranda uit.
light.turn_off,veranda_licht,Schakel de verandaverlichting uit
light.turn_off,veranda_licht,Schakel de verlichting van de veranda uit.
light.turn_off,veranda_licht,Doe alstublieft de verandaverlichting uit.
light.turn_off,veranda_licht,Doe het verandalicht uit.
light.turn_off,veranda_licht,Doe de lichten in de veranda uit.
light.turn_off,veranda_licht,Zet de verandaverlichting uit.
light.turn_off,veranda_licht,Doe de verandaverlichting uit.
light.turn_off,veranda_licht,Doe het verandalicht uit
light.turn_off,veranda_licht,Schakel de verandaverlichting uit
light.turn_off,veranda_licht,"Doe het verandalicht uit, alstublieft"
light.turn_off,veranda_licht,Doe nu het verandalicht uit
light.turn_off,veranda_licht,Schakel de verandaverlichting uit
light.turn_off,veranda_licht,Doe het licht in de veranda uit
light.turn_off,veranda_licht,Schakel de verandaverlichting uit
light.turn_off,veranda_licht,Doe het verandalicht uit
light.turn_off,veranda_licht,"Doe het verandalicht uit, alstublieft"
light.turn_off,veranda_licht,Doe nu het verandalicht uit
light.turn_off,veranda_licht,U kunt nu het verandalicht uitschakelen
light.turn_off,veranda_licht,Doe de verandaverlichting uit.
light.turn_off,veranda_licht,"Doe het verandalicht uit, alstublieft."
light.turn_off,veranda_licht,Doe het verandalicht uit
light.turn_off,veranda_licht,Doe het licht in de veranda uit.
light.turn_off,veranda_licht,Doe het verandalicht uit
light.turn_off,veranda_licht,Doe het licht in de veranda uit
light.turn_off,veranda_licht,Schakel het verandalicht uit
light.turn_off,douche_licht,Schakel het douchelicht uit
light.turn_off,douche_licht,Schakel het douchelicht uit
light.turn_off,douche_licht,Doe het douchelicht uit
light.turn_off,douche_licht,Douchelicht uitschakelen
light.turn_off,douche_licht,Douchelicht uitschakelen
light.turn_off,trap_licht,trapverlichting uit
light.turn_off,trap_licht,Schakel de trapverlichting uit.
light.turn_off,trap_licht,Schakel het trappenhuislicht uit
light.turn_off,trap_licht,Schakel het trappenhuislicht in
light.turn_off,trap_licht,Kunnen we het trappenhuislicht uitschakelen?
light.turn_off,dak licht,Schakel het daklicht uit
light.turn_off,dak licht,Schakel het daklicht uit
light.turn_off,dak licht,Schakel het daklicht uit
light.turn_off,loopbrug_licht,Doe de loopbrugverlichting uit.
light.turn_off,loopbrug_licht,Doe het licht op de loopbrug uit
light.turn_off,loopbrug_licht,Schakel het looppadlicht uit
light.turn_off,Bobs_lamp,Doe alsjeblieft het licht van Bob uit
light.turn_off,janets_lamp,Doe Janet's licht uit
light.turn_off,ruths_lamp,Doe alsjeblieft de lamp van Ruth uit
light.turn_off,colins_lamp,Doe Colins lamp uit
light.turn_off,neenas_lamp,Doe Neena's lamp uit
light.turn_off,roberts_lamp,Deactiveer Roberts lamp
light.turn_off,paulus_lamp,Doe de lamp van Paulus uit
light.turn_off,peters_lamp,Schakel de lamp van Peter uit
light.turn_off,angelas_lamp,Kunnen we Angela's lamp uitzetten?
light.turn_off,ingang_lamp,Schakel de instaplamp uit
light.turn_off,ingang_lamp,Schakel de instaplamp uit
light.turn_off,ingang_lamp,Doof de inkomlamp
light.turn_off,ingang_lamp,Schakel de binnenverlichting uit
light.turn_off,ingang_lamp,Schakel de lampen in de hal uit.
light.turn_off,ingang_lamp,Ingangsverlichting uitschakelen
light.turn_on,bar_licht,Verlicht het licht in mijn bar.
light.turn_on,bar_licht,Verlicht de bar.
light.turn_on,bar_licht,Barlicht aan
light.turn_on,bar_licht,Verlicht de bar.
light.turn_on,eetkamer_licht,Activeer de lichten in de eetkamer
light.turn_on,eetkamer_licht,"Schakel het licht in de eetkamer in, alstublieft"
light.turn_on,eetkamer_licht,Doe de lichten in de eetkamer aan.
light.turn_on,voorlicht,Activeer alstublieft het voorlicht
light.turn_on,voorlicht,Activeer alstublieft het voorlicht
light.turn_on,voorlicht,Activeer nu het voorlicht
light.turn_on,gym_licht,Doe alstublieft het gymlicht aan
light.turn_on,gym_licht,Doe het gymlicht aan
light.turn_on,gym_licht,sportschoollampje aan
light.turn_on,eiland_licht,Zet het eilandlicht aan
light.turn_on,eiland_licht,eilandlampje aan
light.turn_on,eiland_licht,Schakel het eilandlicht in
light.turn_on,keuken_licht,keukenverlichting aan
light.turn_on,keuken_licht,Doe het keukenlicht aan
light.turn_on,keuken_licht,"Hé, kun je het keukenlicht aandoen?"
light.turn_on,woonkamer_licht,Doe de verlichting in de woonkamer aan.
light.turn_on,woonkamer_licht,Doe alstublieft de verlichting in de woonkamer aan.
light.turn_on,woonkamer_licht,Doe alstublieft de verlichting in de woonkamer aan.
light.turn_on,woonkamer_licht,Schakel de woonkamerverlichting in.
light.turn_on,hoofd_kelder_licht,Schakel het hoofdlicht in de kelder in
light.turn_on,hoofd_kelder_licht,Schakel het hoofdlicht in de kelder in
light.turn_on,man_cave_light,Activeer het mancavelicht.
light.turn_on,man_cave_light,Activeer de lichten in de mancave
light.turn_on,man_cave_light,Kun jij de mannengrot verlichten?
light.turn_on,man_cave_light,Schakel het licht van de mannengrot in
light.turn_on,master_bedroom_light,Kun je de hoofdslaapkamer verlichten?
light.turn_on,pool_table_bar_light,pooltafel bar licht aan
light.turn_on,pool_table_bar_light,Schakel het licht van de pooltafelbar in
light.turn_on,pool_table_bar_light,Kun je het licht van de pooltafelbar aandoen?
light.turn_on,pool_table_light,"Schakel het pooltafellicht in, alstublieft"
light.turn_on,veranda_licht,Schakel de verandaverlichting in
light.turn_on,veranda_licht,Kun je het verandalicht aandoen?
light.turn_on,veranda_licht,Kunt u alstublieft het licht op de veranda aandoen?
light.turn_on,douche_licht,Doe het douchelicht aan
light.turn_on,douche_licht,Doe het douchelicht aan
light.turn_on,douche_licht,Activeer het douchelicht
light.turn_on,douche_licht,Kunt u alstublieft de douche verlichten?
light.turn_on,douche_licht,Doe het licht aan bij de douche
light.turn_on,douche_licht,"Steek de douche aan, alsjeblieft"
light.turn_on,douche_licht,Doe alstublieft het douchelicht aan
light.turn_on,douche_licht,Zet het douchelicht aan
light.turn_on,douche_licht,douchelampje aan
light.turn_on,trap_licht,Activeer alstublieft de trapverlichting
light.turn_on,trap_licht,Activeer alstublieft de trapverlichting
light.turn_on,trap_licht,Kunt u alstublieft het trappenhuis verlichten?
light.turn_on,trap_licht,Activeer alstublieft het trappenhuislicht
light.turn_on,trap_licht,Schakel de verlichting in het trappenhuis in
light.turn_on,dak licht,Schakel het daklicht in.
light.turn_on,dak licht,Doe alstublieft het daklicht aan
light.turn_on,dak licht,Kun je het licht in het dak aandoen?
light.turn_on,loopbrug_licht,Activeer alstublieft de loopbrugverlichting
light.turn_on,loopbrug_licht,Schakel de verlichting van het looppad in
light.turn_on,loopbrug_licht,Schakel de loopbrugverlichting in.
light.turn_on,freds_lamp,Doe Freds licht aan
light.turn_on,colins_lamp,Doe Colins licht aan
light.turn_on,roberts_lamp,Activeer Roberts licht
light.turn_on,pierres_lamp,"Doe Pierre's licht aan, alsjeblieft"
light.turn_on,jennifers_lamp,Doe Jenns licht aan
light.turn_on,julias_lamp,Julia's licht aan
light.turn_on,neenas_lamp,Doe Neena's licht aan
light.turn_on,patricks_lamp,Kun jij Patrick's licht aandoen?
light.turn_on,sams_lamp,Verlicht die van Sam.
light.turn_on,johns_lamp,Verlicht het licht van John.
light.turn_on,jordans_lamp,Schakel de verlichting van Jordan in.
light.turn_on,lebrons_lamp,Steek de lichten van Lebron aan.
light.turn_on,angies_lamp,Kun jij Angie's lamp aanzetten?
light.turn_on,louis_lamp,Kunt u alstublieft de lamp van Louis aandoen?
light.turn_on,katniss_lamp,Kun je de lamp van Katniss aanzetten?
light.turn_on,waynes_lamp,Schakel Wayne's lamp in
light.turn_on,samuels_lamp,"Schakel Samuels lamp in, alstublieft"
light.turn_on,ingang_lamp,Instaplamp aanzetten
light.turn_on,ingang_lamp,Activeer de inkomlamp
light.turn_on,ingang_lamp,Schakel de lamp in de hal in
light.turn_on,ingang_lamp,Doe het entreelicht aan
light.turn_on,ingang_lamp,Schakel de entreeverlichting in.
